level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	18	1	2	3	1023	1205	85	18	86.900024	Toronto
5	1	18	1	2	4	1118	1205	46	21	94.086136	Zoo,
5	1	18	1	2	5	1176	1209	64	18	95.698776	spans
5	1	18	1	2	6	1248	1206	50	17	95.234337	time
5	1	18	1	2	7	1307	1205	40	19	92.935875	and
5	1	18	1	2	8	1358	1206	85	18	92.639984	aviaries
5	1	18	1	2	9	1454	1205	47	18	91.491570	built
5	1	18	1	2	10	1511	1206	18	17	96.724091	in
4	1	18	1	3	0	904	1232	626	23	-1	
5	1	18	1	3	1	904	1233	40	18	96.396706	two
5	1	18	1	3	2	956	1232	94	19	95.937538	different
5	1	18	1	3	3	1062	1233	122	18	95.982384	residences.
5	1	18	1	3	4	1199	1233	16	18	96.075012	It
5	1	18	1	3	5	1227	1237	41	14	96.864372	was
5	1	18	1	3	6	1280	1233	102	22	43.400402	originally
5	1	18	1	3	7	1395	1232	102	23	96.243919	produced
5	1	18	1	3	8	1508	1233	22	18	96.092545	to
4	1	18	1	4	0	906	1260	623	22	-1	
5	1	18	1	4	1	906	1260	45	22	68.286957	help
5	1	18	1	4	2	976	1260	88	22	60.357712	budding
5	1	18	1	4	3	1090	1260	152	19	60.357712	aviculturalists
5	1	18	1	4	4	1268	1262	18	16	88.657280	in
5	1	18	1	4	5	1310	1260	78	19	88.714432	Vince's
5	1	18	1	4	6	1414	1260	48	19	81.063934	tocal
5	1	18	1	4	7	1488	1260	41	18	95.148201	bird
4	1	18	1	5	0	904	1288	151	24	-1	
5	1	18	1	5	1	904	1290	52	18	0.000000	club.
5	1	18	1	5	2	964	1288	91	24	0.000000	$25.00
2	1	19	0	0	0	942	1387	540	149	-1	
3	1	19	1	0	0	942	1387	540	149	-1	
4	1	19	1	1	0	1136	1387	152	20	-1	
5	1	19	1	1	1	1136	1387	70	20	96.348961	BIRD
5	1	19	1	1	2	1218	1387	70	20	95.344238	NETS
4	1	19	1	2	0	943	1430	538	22	-1	
5	1	19	1	2	1	943	1431	12	17	95.826042	5
5	1	19	1	2	2	971	1430	44	21	92.401978	1/4"
5	1	19	1	2	3	1030	1431	66	21	96.578094	spring
5	1	19	1	2	4	1111	1431	49	17	95.977478	steel
5	1	19	1	2	5	1176	1431	52	21	95.224678	hoop
5	1	19	1	2	6	1243	1431	44	17	96.824966	with
5	1	19	1	2	7	1302	1431	49	21	96.424103	vinyl
5	1	19	1	2	8	1366	1431	80	21	95.960014	binding
5	1	19	1	2	9	1460	1432	21	16	96.319504	to
4	1	19	1	3	0	943	1458	537	21	-1	
5	1	19	1	3	1	943	1458	84	21	96.218323	prevent
5	1	19	1	3	2	1039	1458	85	17	93.386391	trauma.
5	1	19	1	3	3	1141	1458	61	17	96.200417	100%
5	1	19	1	3	4	1214	1458	48	17	96.185226	dark
5	1	19	1	3	5	1274	1458	58	21	82.577950	nylon
5	1	19	1	3	6	1346	1459	76	20	92.771645	netting
5	1	19	1	3	7	1435	1458	45	17	96.610802	with
4	1	19	1	4	0	942	1483	540	19	-1	
5	1	19	1	4	1	942	1488	73	14	96.190781	secure
5	1	19	1	4	2	1026	1488	76	14	96.337120	seams.
5	1	19	1	4	3	1123	1483	21	19	74.217697	5"
5	1	19	1	4	4	1155	1484	107	18	93.052383	hardwood
5	1	19	1	4	5	1274	1484	78	18	90.675140	handie.
5	1	19	1	4	6	1366	1484	76	18	95.970154	Perfect
5	1	19	1	4	7	1452	1484	30	18	95.970154	for
4	1	19	1	5	0	943	1512	462	24	-1	
5	1	19	1	5	1	943	1518	37	14	95.427155	use
5	1	19	1	5	2	990	1515	17	17	96.045845	in
5	1	19	1	5	3	1018	1514	90	22	95.931046	catching
5	1	19	1	5	4	1119	1514	77	19	96.081116	finches
5	1	19	1	5	5	1206	1515	17	16	96.826210	in
5	1	19	1	5	6	1232	1519	70	17	91.420143	cages.
5	1	19	1	5	7	1326	1512	79	24	90.804832	$B.00
